timestamp,video_path,dlc_path,frame,dlc_row,edited_point,image_path,label_path
2026-02-27T13:21:58.092823Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2717,2717,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002717.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002717.txt
2026-02-27T13:21:58.208281Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2718,2718,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002718.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002718.txt
2026-02-27T13:21:58.324352Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2719,2719,APPLY_NEXT10|left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002719.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002719.txt
2026-02-27T13:21:58.441395Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2720,2720,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002720.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002720.txt
2026-02-27T13:21:58.557998Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2721,2721,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002721.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002721.txt
2026-02-27T13:21:58.672134Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2722,2722,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002722.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002722.txt
2026-02-27T13:21:58.787724Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2723,2723,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002723.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002723.txt
2026-02-27T13:21:58.905519Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2724,2724,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002724.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002724.txt
2026-02-27T13:21:59.019415Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2725,2725,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002725.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002725.txt
2026-02-27T13:21:59.136917Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2726,2726,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002726.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002726.txt
2026-02-27T13:21:59.252291Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2727,2727,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002727.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002727.txt
2026-02-27T13:21:59.369992Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2728,2728,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002728.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002728.txt
2026-02-27T13:21:59.491764Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2729,2729,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002729.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002729.txt
2026-02-27T13:21:59.570418Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2770,2770,left_ear_cam|nose_cam,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002770.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002770.txt
2026-02-27T13:21:59.649897Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2771,2771,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002771.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002771.txt
2026-02-27T13:21:59.731208Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2772,2772,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002772.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002772.txt
2026-02-27T13:21:59.813197Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2773,2773,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002773.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002773.txt
2026-02-27T13:21:59.894696Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2774,2774,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002774.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002774.txt
2026-02-27T13:21:59.975756Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2775,2775,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002775.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002775.txt
2026-02-27T13:22:00.056964Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2776,2776,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002776.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002776.txt
2026-02-27T13:22:00.137555Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2777,2777,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002777.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002777.txt
2026-02-27T13:22:00.223189Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2778,2778,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002778.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002778.txt
2026-02-27T13:22:00.306963Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2779,2779,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002779.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002779.txt
2026-02-27T13:22:00.391515Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2780,2780,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002780.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002780.txt
2026-02-27T13:22:00.479501Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2805,2805,left_ear_cam|mid_ears_cam|nose_cam|right_ear_cam,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002805.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002805.txt
2026-02-27T13:22:00.563603Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2806,2806,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002806.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002806.txt
2026-02-27T13:22:00.651465Z,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/front_20260123T102239.mp4,/Volumes/Data/Bareket/experiments/reptilearn4/PV82/20260123/block3/videos/predictions/front_head_only_resnet_152__front_20260123T102239.parquet,2807,2807,APPLY_NEXT10,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/images/train/front_20260123T102239_f0002807.png,/Users/bareketdamari/Dev/PreyTouch/sandbox/videos/manual_labels/front_20260123T102239__0c66a3a4c5/labels/train/front_20260123T102239_f0002807.txt
